CANMOREID,NMRSNAME,ALTNAME,SITETYPE,COUNTY,COUNCIL,PARISH,ACCURACY,URL,LINK,XCOORD,YCOORD,archaeology,EX,EV,WB,EXC_19C,EXC_1900_1950,EXC_1951_1999,EXC_post2000,NOTES,REFS
40458,EILEAN BUIDHE,,DUN (PREHISTORIC),ARGYLL,ARGYLL AND BUTE,INVERCHAOLAIN,NGR given to the nearest 10m,https://canmore.org.uk/site/40458/,https://canmore.org.uk/site/40458/,201860,675320,"['excavation', 'excavated', 'excavations', 'trench', 'trenches']",1,0,0,0,1,0,0,"excavating the fort, in August 1936. No artifacts were found. layer of wood charcoal. ; The materials employed in build the wall are trap, sandstone, quartz and mica slate, the latter exhibibite curious flexures from the action of the heat. The fusion is remarkably complete, and none of the forts formerly described afford a better example of vitrification; oyster shell ; a thin layer of wood charcoal was noted at several places. a large area was stripped of turf and soil and revealed a rough paving of stones; Among the paving stones were found a few small pieces of vitrified rock which suggested that this paving may have been laid at a later period of occupation of the fort when the wall was partly demolished. three fragments of burned bone and two small flint fragments were discovered in the charcoal; ","Maxwell, J H.ˇ(1941a)ˇ'The vitrified fort on Eilean Buidhe, Kyles of Bute', Trans Glasgow Archaeol Soc, New, vol. 10, 1941. Page(s): 60-70 plan, illust; https://www.jstor.org/stable/24681464 "
314324,COMAR WOOD,STRATH GLASS,"BUILDING(S) (POST MEDIEVAL), GALLERIED DUN (IRON AGE)",INVERNESS-SHIRE,HIGHLAND,KILMORACK,NGR given to the nearest 1m,https://canmore.org.uk/site/314324/,https://canmore.org.uk/site/314324/,232509,831008,"['excavation', 'excavations', 'trench', 'trenches', 'evaluation']",1,0,0,0,0,0,1,"9 September ? 31 October 2013,The excavations revealed that Comar Wood Dun had been constructed during the second half of the 1st millennium BC. Evidence for two burning events was uncovered, after both of which the site was rebuilt and reused for several centuries before abandonment. Posthole alignments in the entrance passage and interior courtyard showed evidence for the construction of timber structures inside both areas. Other structural evidence uncovered included later interior walling used to constrict the courtyard space and two successive central slab-built hearths, the last of which contained broken quern fragments; revealed the use of local woodland resources and the presence of domesticated livestock on the site. Oak appears to have been the main timber used for internal structural support posts, while birch and hazel were also probably utilised for structural purposes. Analysis of the small finds, which included no ceramics, concluded that although many of the items could be associated with manufacturing activities, the scarcity of material recovered could reflect limited occupation of the site, possibly suggesting it had a specific non-domestic use; the dun?s entrance passage recorded substantial postholes, some complete with packing stones, forming a roofed porch, a main post ring and an inner post ring to the structure. Deposits associated with the postholes and entrance portal provided evidence for intense burning, including some large fragments of vitrified stone. Sections of burnt roof timbers were also recovered along with ash deposits relating to the burning of peat or turf, which may provide evidence of a turf roof for the dun. there did appear to be a possible intramural cell within the rubble-built walling. On the inside of the dun wall and overlying an earlier posthole, there also appeared to be an inner bank of stone relating to a secondary phase of use and restructuring. ; Two clear phases of use were identified. An internal hearth consisted of a well-built stone setting with upright edge stones overlying two earlier hearth features. The earliest
being a scoop in the natural subsoil that had been baked hard through use (and was filled with a reddish-coloured peat ash). This was overlain by the partially robbed out remains of a slab-built hearth and associated charcoal-rich deposits, over which had been built the final hearth. Some of the kerb stones surrounding the large upper slab-built hearth appeared to relate to the underlying robbed out hearth, while small post and stakeholes to the side of the hearth probably related to hearth ?furniture? for suspending cooking pots. Few small finds were recovered and there was no pottery. A lower rotary quern stone had been incorporated into the slab construction of the upper hearth setting, along with a
flat, polished rubbing stone; while a fragment of an upper rotary quern stone (including a central hopper-hole and off-set handle hole) was recovered from a linear stone setting to the S of the hearth. The remaining small finds consisted of one small fragment of sheet bronze with a small perforation hole and several small pebble tools.; charcoal and burnt bone were recovered. The dun appears to have been destroyed by fire during two phases of use, with areas of the underlying subsoil partially vitrified through the intense heat.","DES2013: 109 Comar Wood Dun. Evaluation and survey. Steven Birch, Lynn Fraser, Cathy MacIvor and Mary Peteranna ? Ross and Cromarty Archaeological Services ; DES2014: 113 Comar Wood Dun, Cannich Post-excavation analysis Mary Peteranna, Steven Birch, Lynn Fraser ? Ross and Cromarty Archaeological Services"
290103,BALURE,KILMICHAEL OF INVERLUSSA,DUN (MIDDLE IRON AGE),ARGYLL,ARGYLL AND BUTE,NORTH KNAPDALE,NGR given to the nearest 1m,https://canmore.org.uk/site/290103/,https://canmore.org.uk/site/290103/,178270,685750,"['excavation', 'trenches', 'evaluation']",1,1,0,0,0,0,1,"Archaeological Evaluation 2006; Excavation (April 2009 - May 2009) a series of superimposed hearths, associated floor deposits and rough cobbled surfaces that indicated several phases of occupation. Numerous stone tools including polishers, pounders and grindstones were recovered, along with schist-working waste. Further sherds of coarse pottery were also recovered, while the recovery of a broken and reworked rotary quern suggests occupation in or after the Middle Iron Age. The recovery of a third glass bead (two of these dumbbell-shaped) hints at access to relatively exotic goods, while the presence of iron slag, crucible fragments and hammer-scale suggests metalworking within the Dun itself. The presence of midden-like material beneath the wall of Enclosure 2 indicated more than one phase of construction / occupation of the hilltop. The acidity of the soil prevented the recovery of any bone (apart from relatively few burnt bone fragments), although dating evidence should be secured from the charcoal in several of the midden/dump deposits; The two C14 dates indicate that Balure dun was occupied between the 2nd century BC and the 1st century AD (SUERC-31664 (GU-22596) and SUERC-31665 (GU-22597), 200 BC ? 80 AD 95.4% probability). In Argyll toggle beads have been recovered from Dun Fhinn (CANMORE ID 38467), Ronachan Bay (CANMORE ID 38964), Dunagoil (CANMORE ID 40291) and recently from Kilninian, Mull (CANMORE ID 294742), the later site indicating that the bead was in the process of being manufactured sometime between 200 BC ? 100 AD (Bigwood 1964, Peltenburg 1979, Harding 2004b, Ellis pers. comm.).",Regan 2009. BALURE DUN DALRIADA PROJECT EXCAVATION DATA STRUCTURE REPORT II ; https://scarf.scot/regional/rarfa/regional-archaeological-research-framework-for-argyll-case-studies/case-study-8-balure-dun-excavation/
333,HOUSA WATER,,DUN (PERIOD UNASSIGNED),SHETLAND,SHETLAND ISLANDS,SANDSTING,NGR given to the nearest 10m,https://canmore.org.uk/site/333/,https://canmore.org.uk/site/333/,428840,1144230,None,,,,,,,,,
851,ROER WATER,,DUN (PERIOD UNASSIGNED)(POSSIBLE),SHETLAND,SHETLAND ISLANDS,NORTHMAVINE,NGR given to the nearest 10m,https://canmore.org.uk/site/851/,https://canmore.org.uk/site/851/,433900,1185990,None,,,,,,,,,
3987,"LEWIS, CROWLISTA, LOCH BARAVAT",,"DUN (PREHISTORIC)(POSSIBLE), UNIDENTIFIED POTTERY(S) (MEDIEVAL)(POSSIBLE)",ROSS AND CROMARTY,WESTERN ISLES,UIG,NGR given to the nearest 1m,https://canmore.org.uk/site/3987/,https://canmore.org.uk/site/3987/,103875,934875,None,,,,,,,,,
4340,"LEWIS, GRESS, DUN GHRAIS",,DUN (PERIOD UNASSIGNED)(POSSIBLE),ROSS AND CROMARTY,WESTERN ISLES,STORNOWAY,NGR given to the nearest 1km,https://canmore.org.uk/site/4340/,https://canmore.org.uk/site/4340/,149000,941000,None,,,,,,,,,
4342,"DUN BEINN IVOR, LOCH BEINN IOBHAIR, LEWIS",,DUN (PERIOD UNASSIGNED)(POSSIBLE),ROSS AND CROMARTY,WESTERN ISLES,STORNOWAY,NGR given to the nearest 100m,https://canmore.org.uk/site/4342/,https://canmore.org.uk/site/4342/,149500,943600,None,,,,,,,,,
3995,"TARANSAY, LOCH AN DUIN",,"CRANNOG (PREHISTORIC)(POSSIBLE), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,HARRIS,NGR given to the nearest 1m,https://canmore.org.uk/site/3995/,https://canmore.org.uk/site/3995/,102162,901279,None,,,,,,,,,
4654,INCHNADAMPH,ACHNAHEGLASH,DUN (PERIOD UNASSIGNED)(POSSIBLE),SUTHERLAND,HIGHLAND,ASSYNT,NGR given to the nearest 1km,https://canmore.org.uk/site/4654/,https://canmore.org.uk/site/4654/,225000,921000,None,,,,,,,,,
4344,"LEWIS, LOCH BARAVAT, DUN BARAVAT",NORTH GALSON,"BROCH (IRON AGE)(POSSIBLE), GALLERIED DUN (IRON AGE)",ROSS AND CROMARTY,WESTERN ISLES,BARVAS,NGR given to the nearest 1m,https://canmore.org.uk/site/4344/,https://canmore.org.uk/site/4344/,146172,959665,None,,,,,,,,,
4345,"LEWIS, LOCH SHIAVAT",,DUN (PREHISTORIC),ROSS AND CROMARTY,WESTERN ISLES,BARVAS,NGR given to the nearest 10m,https://canmore.org.uk/site/4345/,https://canmore.org.uk/site/4345/,147590,959250,None,,,,,,,,,
4481,INVERPOLLY,MEALL AN IARUINN,DUN (PERIOD UNASSIGNED),ROSS AND CROMARTY,HIGHLAND,LOCHBROOM,NGR given to the nearest 10m,https://canmore.org.uk/site/4481/,https://canmore.org.uk/site/4481/,206610,915510,None,,,,,,,,,
4486,STRATH POLLY,,DUN (PREHISTORIC),ROSS AND CROMARTY,HIGHLAND,LOCHBROOM,NGR given to the nearest 10m,https://canmore.org.uk/site/4486/,https://canmore.org.uk/site/4486/,207850,913310,None,,,,,,,,,
4665,ACHAMORE,,DUN (PERIOD UNASSIGNED)(POSSIBLE),SUTHERLAND,HIGHLAND,ASSYNT,NGR given to the nearest 1km,https://canmore.org.uk/site/4665/,https://canmore.org.uk/site/4665/,224000,924000,None,,,,,,,,,
4689,KINLOCHBERVIE,,DUN (PERIOD UNASSIGNED),SUTHERLAND,HIGHLAND,EDDRACHILLIS,NGR given to the nearest 10m,https://canmore.org.uk/site/4689/,https://canmore.org.uk/site/4689/,222720,955750,None,,,,,,,,,
4198,"LEWIS, RUDH' AN DUNAIN",,DUN (PERIOD UNASSIGNED)(POSSIBLE),ROSS AND CROMARTY,WESTERN ISLES,BARVAS,NGR given to the nearest 100m,https://canmore.org.uk/site/4198/,https://canmore.org.uk/site/4198/,124900,948300,None,,,,,,,,,
4359,"LEWIS, GALSON, DUN SABHUILL",SOBHUILL,DUN (PREHISTORIC),ROSS AND CROMARTY,WESTERN ISLES,BARVAS,NGR given to the nearest 10m,https://canmore.org.uk/site/4359/,https://canmore.org.uk/site/4359/,144300,959560,None,,,,,,,,,"Harding, Topping and Dixon, D W, P G and T N.ˇ(1986)ˇ'Dun Bharabhat, Cnip, galleried island dun', Discovery Excav Scot, 1986. Page(s): 49-50"
4207,"LEWIS, STAC A' CHAISTEIL",,"BROCH (IRON AGE)(POSSIBLE), GALLERIED DUN (IRON AGE)",ROSS AND CROMARTY,WESTERN ISLES,UIG,NGR given to the nearest 10m,https://canmore.org.uk/site/4207/,https://canmore.org.uk/site/4207/,120240,945400,None,,,,,,,,,
4379,"LEWIS, DUN MARA",,"BUILDING(S) (PERIOD UNKNOWN), DUN (PREHISTORIC)",ROSS AND CROMARTY,WESTERN ISLES,BARVAS,NGR given to the nearest 1m,https://canmore.org.uk/site/4379/,https://canmore.org.uk/site/4379/,149480,963132,None,,,,,,,,,
4382,"LEWIS, NORTH DELL, DUN CLEAMON",,"DUN (PREHISTORIC), HAMMER (STONE)(PERIOD UNASSIGNED)",ROSS AND CROMARTY,WESTERN ISLES,BARVAS,NGR given to the nearest 1km,https://canmore.org.uk/site/4382/,https://canmore.org.uk/site/4382/,149000,961000,None,,,,,,,,,
4386,"LEWIS, DUN LOCH AN DUIN",,"CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC)",ROSS AND CROMARTY,WESTERN ISLES,STORNOWAY,NGR given to the nearest 10m,https://canmore.org.uk/site/4386/,https://canmore.org.uk/site/4386/,155630,935910,None,,,,,,,,,
4517,"AN DUN, CLASHNESSIE",,DUN (PREHISTORIC),SUTHERLAND,HIGHLAND,ASSYNT,NGR given to the nearest 10m,https://canmore.org.uk/site/4517/,https://canmore.org.uk/site/4517/,205630,931570,None,,,,,,,,,
4519,"CULKEIN, AN DUNAN",BAY OF CULKEIN,DUN (PREHISTORIC),SUTHERLAND,HIGHLAND,ASSYNT,NGR given to the nearest 10m,https://canmore.org.uk/site/4519/,https://canmore.org.uk/site/4519/,204190,934000,None,,,,,,,,,
4025,"LEWIS, VALTOS SCHOOL, 'AN CAISTEAL'",DUN CAMUS NA CLIBHE,DUN (PREHISTORIC)(POSSIBLE),ROSS AND CROMARTY,WESTERN ISLES,UIG,NGR given to the nearest 10m,https://canmore.org.uk/site/4025/,https://canmore.org.uk/site/4025/,108520,936410,None,,,,,,,,,
4031,"LEWIS, DUN BORRANISH","DUN CUITHACH, UIG SANDS, BORRANISH A MUIGH","CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC)",ROSS AND CROMARTY,WESTERN ISLES,UIG,NGR given to the nearest 1m,https://canmore.org.uk/site/4031/,https://canmore.org.uk/site/4031/,105026,933234,None,,,,,,,,,
4227,"LEWIS, DUN LOCH AN DUNA",LEURBOST,"CRANNOG (NEOLITHIC)(POSSIBLE), DUN (PREHISTORIC), UNIDENTIFIED POTTERY (NEOLITHIC)",ROSS AND CROMARTY,WESTERN ISLES,LOCHS,NGR given to the nearest 1m,https://canmore.org.uk/site/4227/,https://canmore.org.uk/site/4227/,139042,926147,None,,,,,,,,,
4397,"LEWIS, LOWER BAYBLE, LOCH AN DUIN",,"CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC)",ROSS AND CROMARTY,WESTERN ISLES,STORNOWAY,NGR given to the nearest 1m,https://canmore.org.uk/site/4397/,https://canmore.org.uk/site/4397/,151682,930437,None,,,,,,,,,
4401,"LEWIS, NORTH TOLSTA, TRAIGH GEIRAHA, CAISTEAL A' MHORAIR",,"BUILDING (MEDIEVAL)(POSSIBLE), DUN (MEDIEVAL)(POSSIBLE), QUERN (PERIOD UNKNOWN), UNIDENTIFIED POTTERY (PERIOD UNKNOWN)",ROSS AND CROMARTY,WESTERN ISLES,STORNOWAY,NGR given to the nearest 10m,https://canmore.org.uk/site/4401/,https://canmore.org.uk/site/4401/,153680,949700,None,,,,,,,,,
4411,"LEWIS, EARABHIC, DUN BEINN EARBA",,DUN (PERIOD UNASSIGNED)(POSSIBLE),ROSS AND CROMARTY,WESTERN ISLES,STORNOWAY,NGR given to the nearest 100m,https://canmore.org.uk/site/4411/,https://canmore.org.uk/site/4411/,151800,943800,None,,,,,,,,,
4414,"LEWIS, DUN BHILASCLEITER","DUN BILASCLEITER, DUN BHILASCLEITTIR","BROCH (IRON AGE)(POSSIBLE), BUILDING (19TH CENTURY), GALLERIED DUN (IRON AGE)(POSSIBLE), PROMONTORY FORT (PREHISTORIC)(POSSIBLE)",ROSS AND CROMARTY,WESTERN ISLES,BARVAS,NGR given to the nearest 1m,https://canmore.org.uk/site/4414/,https://canmore.org.uk/site/4414/,156008,957626,None,,,,,,,,,
4573,RUBHA CREAG IOMHAIR,,DUN (PERIOD UNASSIGNED)(POSSIBLE),SUTHERLAND,HIGHLAND,ASSYNT,NGR given to the nearest 10m,https://canmore.org.uk/site/4573/,https://canmore.org.uk/site/4573/,210010,933630,None,,,,,,,,,
4279,"LEWIS, SIADAR, LOCH AN DUIN","SHADAR, SHADER","BROCH (IRON AGE)(POSSIBLE), GALLERIED DUN (IRON AGE)",ROSS AND CROMARTY,WESTERN ISLES,BARVAS,NGR given to the nearest 10m,https://canmore.org.uk/site/4279/,https://canmore.org.uk/site/4279/,139290,954350,None,,,,,,,,,
4437,"LEWIS, KNOCK EOAQUIE, DUN SLEIBHE",,DUN (PREHISTORIC)(POSSIBLE),ROSS AND CROMARTY,WESTERN ISLES,BARVAS,NGR given to the nearest 10m,https://canmore.org.uk/site/4437/,https://canmore.org.uk/site/4437/,150500,962670,None,,,,,,,,,
4439,"LEWIS, FIVE PENNY NESS, DUN SMIRACH","DUN SMIRVIG, LIONEL, DUN SMIROIG","BROCH (IRON AGE)(POSSIBLE), DUN (PREHISTORIC)(POSSIBLE)",ROSS AND CROMARTY,WESTERN ISLES,BARVAS,NGR given to the nearest 100m,https://canmore.org.uk/site/4439/,https://canmore.org.uk/site/4439/,152700,963700,None,,,,,,,,,
5414,STRATH FLEET,,DUN (PREHISTORIC),SUTHERLAND,HIGHLAND,ROGART,NGR given to the nearest 10m,https://canmore.org.uk/site/5414/,https://canmore.org.uk/site/5414/,265570,905130,None,,,,,,,,,
5794,CARN MEAN LEOD,,"DUN (PERIOD UNASSIGNED)(POSSIBLE), BEAD (STONE)(PERIOD UNASSIGNED)",SUTHERLAND,HIGHLAND,TONGUE,NGR given to the nearest 1km,https://canmore.org.uk/site/5794/,https://canmore.org.uk/site/5794/,268000,961000,None,,,,,,,,,
7273,SANDSIDE BAY,,DUN (PERIOD UNASSIGNED),CAITHNESS,HIGHLAND,REAY,NGR given to the nearest 10m,https://canmore.org.uk/site/7273/,https://canmore.org.uk/site/7273/,296790,966170,None,,,,,,,,,
4057,"LEWIS, CROWLISTA, DUN BARAVAT",,"CAUSEWAY (PREHISTORIC)(POSSIBLE), DUN (PREHISTORIC)(POSSIBLE), UNIDENTIFIED POTTERY(S) (PREHISTORIC)(POSSIBLE)",ROSS AND CROMARTY,WESTERN ISLES,UIG,NGR given to the nearest 1m,https://canmore.org.uk/site/4057/,https://canmore.org.uk/site/4057/,104010,934870,None,,,,,,,,,
4090,"GREAT BERNERA, KIRKIBOST, 'DUN TIDABORRACH'",,DUN (PERIOD UNKNOWN),ROSS AND CROMARTY,WESTERN ISLES,UIG,NGR given to the nearest 1km,https://canmore.org.uk/site/4090/,https://canmore.org.uk/site/4090/,118000,935000,None,,,,,,,,,
4092,"LEWIS, LOCH AN DUNAIN","LOCH AN DUIN, CARLOWAY SCHOOL","CAUSEWAY (PREHISTORIC), CRANNOG (NEOLITHIC)(POSSIBLE), DUN (PREHISTORIC), UNIDENTIFIED POTTERY (NEOLITHIC)",ROSS AND CROMARTY,WESTERN ISLES,UIG,NGR given to the nearest 1m,https://canmore.org.uk/site/4092/,https://canmore.org.uk/site/4092/,119756,939911,None,,,,,,,,,
4769,CAPE WRATH HOTEL,,DUN (PERIOD UNASSIGNED),SUTHERLAND,HIGHLAND,DURNESS,NGR given to the nearest 10m,https://canmore.org.uk/site/4769/,https://canmore.org.uk/site/4769/,238450,965390,None,,,,,,,,,
4114,"GREAT BERNERA, KIRKIBOST, DUN TIDDABORRA",DUN NICISABHAT,DUN (PREHISTORIC),ROSS AND CROMARTY,WESTERN ISLES,UIG,NGR given to the nearest 10m,https://canmore.org.uk/site/4114/,https://canmore.org.uk/site/4114/,118290,933960,None,,,,,,,,,
4122,"LEWIS, GREAT BERNERA, DUN STUIGH",,"BROCH (IRON AGE)(POSSIBLE), GALLERIED DUN (IRON AGE)",ROSS AND CROMARTY,WESTERN ISLES,UIG,NGR given to the nearest 1m,https://canmore.org.uk/site/4122/,https://canmore.org.uk/site/4122/,115406,940261,None,,,,,,,,,
4124,"LEWIS, BORROWSTON",CARLOWAY PIER,DUN (PREHISTORIC)(POSSIBLE),ROSS AND CROMARTY,WESTERN ISLES,UIG,NGR given to the nearest 10m,https://canmore.org.uk/site/4124/,https://canmore.org.uk/site/4124/,119270,942170,None,,,,,,,,,
10247,"NORTH UIST, LOCH OBISARY 2",,DUN (PREHISTORIC)(POSSIBLE),INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10247/,https://canmore.org.uk/site/10247/,88430,860010,None,,,,,,,,,
10255,"NORTH UIST, EILEAN NAN CARNAN, DUN NA DISE",BALESHARE,DUN (PREHISTORIC),INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10255/,https://canmore.org.uk/site/10255/,80720,861720,None,,,,,,,,,
9977,"BENBECULA, LOCH OLAVAT, DUN AONAIS",DUN ANAIS,"BUILDING(S) (MEDIEVAL), CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,SOUTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/9977/,https://canmore.org.uk/site/9977/,79703,851261,None,,,,,,,,,
9986,"NORTH UIST, ROSAMOL, EILEAN DUBH",LOCH PAIBLE,"DUN (IRON AGE)(POSSIBLE), MOUND (PERIOD UNASSIGNED)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/9986/,https://canmore.org.uk/site/9986/,71726,869585,None,,,,,,,,,
9991,"NORTH UIST, LOCH SANDARY, DUN LOCH SHANNDAIDH",,DUN (PERIOD UNASSIGNED)(POSSIBLE),INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/9991/,https://canmore.org.uk/site/9991/,73250,868580,None,,,,,,,,,
9993,"NORTH UIST, LOCH PAIBLE, CUITH LIANACLETT",PAIBLESGARRY,"DUN (PERIOD UNASSIGNED)(POSSIBLE), ENCLOSURE (PERIOD UNASSIGNED), STRUCTURE (PERIOD UNASSIGNED)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/9993/,https://canmore.org.uk/site/9993/,72600,868760,None,,,,,,,,,
10115,"NORTH UIST, LOCH VAUSARY",,"CAUSEWAY (PREHISTORIC)(POSSIBLE), DUN (PREHISTORIC)(POSSIBLE)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/10115/,https://canmore.org.uk/site/10115/,74896,870183,None,,,,,,,,,
10129,"NORTH UIST, CNOC NAN UAN, TIGHARY",,"CAUSEWAY (PREHISTORIC), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 1m,https://canmore.org.uk/site/10129/,https://canmore.org.uk/site/10129/,71852,871462,None,,,,,,,,,
10000,"NORTH UIST, BALESHARE, DUN MOR",,DUN (PREHISTORIC),INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10000/,https://canmore.org.uk/site/10000/,78080,862190,None,,,,,,,,,
10270,"NORTH UIST, BEINN NA COILLE",,"DUN (PREHISTORIC), SHIELING HUT(S) (POST MEDIEVAL)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10270/,https://canmore.org.uk/site/10270/,83630,861510,None,,,,,,,,,
10275,"NORTH UIST, BEINN NA COILLE",,"CAIRN (PREHISTORIC)(POSSIBLE), DUN (PREHISTORIC)(POSSIBLE), SHIELING HUT(S) (MEDIEVAL) - (POST MEDIEVAL)",INVERNESS-SHIRE,WESTERN ISLES,NORTH UIST,NGR given to the nearest 10m,https://canmore.org.uk/site/10275/,https://canmore.org.uk/site/10275/,83760,861530,None,,,,,,,,,
14804,TORRI FALAIG,,DUN (PERIOD UNASSIGNED),SUTHERLAND,HIGHLAND,DORNOCH,NGR given to the nearest 10m,https://canmore.org.uk/site/14804/,https://canmore.org.uk/site/14804/,272880,898320,['trench'],0,0,0,,,,,,
15300,EASTER RARICHIE,,"DUN (PREHISTORIC)(POSSIBLE), FORT (PREHISTORIC)",ROSS AND CROMARTY,HIGHLAND,NIGG (ROSS AND CROMARTY),NGR given to the nearest 10m,https://canmore.org.uk/site/15300/,https://canmore.org.uk/site/15300/,284340,873600,"['excavation', 'excavated', 'excavations', 'trench', 'trenches', 'evaluation']",1,0,0,0,0,1,1,"excavation undertaken by archaeology students in the Department of Archaeology  University of Aberdeen  1980s (pers. comm. Mrs E. Budge).  There are no records of this work. ; Two excavation sessions were undertaken in 2013. Four trenches were excavated. Activity in the form of postholes, midden deposits and paved areas was identified in the areas between the rampart walls. The terrace trench identified a series of paved areas, postholes and a metalled surface. A fragment of shale bracelet was recovered from a posthole within the interior of the roundhouse, and animal bone was retrieved from a number of deposits within each of the trenches. A single radiocarbon date of c400?205 cal BC (SUERC-46744) was obtained from a layer of charcoal underlying the stone wall of the summit roundhouse. Great photo DES p115; internal postholes, occupation surfaces and a stone-built hearth. The terrace trench identified a series of paved areas, postholes and a metalled surface. ; of the final occupation of the building, including a compacted ash surface and flagstone hearth, surviving remarkably well (Illus 8 & 9).  The interior also contained postholes, pits and gullies cutting into the ash layer. ; cut of a robber trench was apparent. ;   a compact green ash layer (013) was exposed over the majority of the interior.  This layer appeared to be associated with the latest occupation and of the roundhouse, comprising compacted mottled green ash with frequent charcoal fragments.  Analysis and initial interpretation of the carbonised botanical remains recovered from the floor show a wide range of charcoal types and carbonised barley grains suggesting that this layer is derived from hearth or midden waste. ; ","DES2013 Candy Hatherley and Gordon Noble, University of Aberdeen: 114-5; https://her.highland.gov.uk/api/LibraryLink5WebServiceProxy/FetchResourceFromStub/1-2-1-6-9-2_d44a9b131d8ab59-121692_332a377df32c132.pdf"
15302,WESTER RARICHIE,,DUN (PREHISTORIC),ROSS AND CROMARTY,HIGHLAND,NIGG (ROSS AND CROMARTY),NGR given to the nearest 1m,https://canmore.org.uk/site/15302/,https://canmore.org.uk/site/15302/,284068,873654,"['excavation', 'excavated', 'excavations', 'trench', 'trenches']",1,0,0,0,0,0,1,"Two excavation sessions were undertaken in 2013.; Within the interior a series of postholes and one end of a possible rectangular structure with a well-worn entranceway were identified. Animal bone and fragments of burnt clay were recovered from a number of features within the interior of the roundhouse, and a fragment of cannel coal bracelet was recovered from one of the postholes. ","DES2013 Candy Hatherley and Gordon Noble, University of Aberdeen: 114-5; https://her.highland.gov.uk/api/LibraryLink5WebServiceProxy/FetchResourceFromStub/1-2-1-6-9-2_d44a9b131d8ab59-121692_332a377df32c132.pdf"
25822,ALDCLUNE,SITHEAN,DUN(S) (IRON AGE),PERTHSHIRE,PERTH AND KINROSS,BLAIR ATHOLL,NGR given to the nearest 10m,https://canmore.org.uk/site/25822/,https://canmore.org.uk/site/25822/,289440,764290,"['excavation', 'excavated', 'excavations', 'trench']",1,0,0,0,0,0,0,two circular forts: These twin earthworks are at present being totally excavated prior to their probable complete destruction early in 1981. The mound on which they stand will be used as ballast for the new road which will skirt the site. Two short ditches... think Trevenek,"Hingley, Moore, Triscott and Wilson, R, H L, J E and G.ˇ(1997)ˇ'The excavation of two later Iron Age fortified homesteads at Aldclune, Blair Atholl, Perth & Kinross', Proc Soc Antiq Scot, vol. 127, 1, 1997. Page(s): 407-466"
15635,"CNOC TIGH, 'CASTLE CORBET'",,"BROCH (IRON AGE)(POSSIBLE), CUP MARKED STONE (PREHISTORIC), DUN (PREHISTORIC)",ROSS AND CROMARTY,HIGHLAND,TARBAT,NGR given to the nearest 10m,https://canmore.org.uk/site/15635/,https://canmore.org.uk/site/15635/,290260,883260,"['excavation', 'excavated', 'excavations', 'trench', 'trenches', 'dug']",1,0,0,0,0,0,0,"At least six [robber] trenches have been excavated into the remains: Excavation (June 2014 - July 2014) Internally two phases of occupation deposits were separated by a layer of windblown sand, an abandonment or re-flooring episode. A scarcement ledge was keyed into the inner face of the primary wall of the roundhouse. As the top of the ledge was located only 0.20m from the base of the wall this may have supported a timber floor at ground-level. three phases of construction. Internally two phases of occupation deposits were separated
by a layer of windblown sand, an abandonment or re-flooring episode.","DES2014 Candy Hatherley and Gordon Noble, University of Aberdeen: 125-126"
15642,TARREL,,DUN (PREHISTORIC) - (EARLY MEDIEVAL),ROSS AND CROMARTY,HIGHLAND,TARBAT,NGR given to the nearest 10m,https://canmore.org.uk/site/15642/,https://canmore.org.uk/site/15642/,290460,880340,"['excavation', 'excavated', 'excavations', 'trenches', 'test pit']",1,0,0,0,0,0,0,Excavation (7 September 2013 - 13 September 2013) five trenches were excavated. blue glass bead,"DES2014 Candy Hatherley and Gordon Noble, University of Aberdeen: 119"
21404,"SANDRAY, CARN GHALTAIR","CAIRN GALTAR, DUN SANDRAY","BROCH (IRON AGE)(POSSIBLE), DUN (PREHISTORIC)",INVERNESS-SHIRE,WESTERN ISLES,BARRA,NGR given to the nearest 10m,https://canmore.org.uk/site/21404/,https://canmore.org.uk/site/21404/,63750,791370,['excavation'],0,0,0,,,,,,
